Search Term,Paper Title,Database,DOI link
Finding Attention assessment by using AI,Smart Classroom: A Deep Learning Approach towards Attention Assessment through Class Behavior Detection,IEEE Xplore,https://doi.org/10.1109/ASET53988.2022.9735018
Finding Attention assessment by using AI,Students' Attention Monitoring System in Learning Environments based on Artificial Intelligence,IEEE Xplore,https://doi.org/10.1109/TLA.2022.9662181
Using Artificial Intelligence models for detecting focus,Predicting Level of Visual Focus of Humans Attention Using Machine Learning Approaches,Google Scholar,https://doi.org/10.1007/978-981-33-4673-4_56
AI and ML method in cognitive psychology,Comprehensive Detection and Analysis of Depression in Women Through Advanced Machine Learning Techniques,IEEE Xplore,http://doi.org/10.1109/ICTBIG64922.2024.10911370
Machine learning for cognitive load estimation,Classification of EEG Signals for Cognitive Load Estimation Using Deep Learning Architectures,gGoogle Scholar,https://doi.org/10.1007/978-3-030-04021-5_6
Machine learning for cognitive load estimation,Cognitive Load Estimation Using a Hybrid Cluster-Based Unsupervised Machine Learning Technique,gGoogle Scholar,http://doi.org/10.1109/ACCESS.2024.3428691
AI and attention span detection,Analysis of Attention Span of Students using Deep Learning,gGoogle Scholar,http://doi.org/10.1109/MITADTSoCiCon60330.2024.10575321
AI based attention and focus assessment,EDUSENSE-AI: AI-POWERED ATTENTION AND EMOTION ANALYSIS FOR DIGITAL EDUCATION,gGoogle Scholar,http://doi.org/10.21125/iceri.2024.1550
Digital methods for cognitive load measurement,A Deep Learning Technique for Real-Time Detection of Cognitive Load Using Optimal Number of EEG Electrodes,IEEE Xplore,http://doi.org/10.1109/TIM.2024.3509604
Sensor based mental health and focus and attention issues,Attention-Block Deep Learning Based Features Fusion in Wearable Social Sensor for Mental Wellbeing Evaluations,Google Scholar,http://doi.org/10.1109/ACCESS.2020.2994124
AI attention detection in app usage,"Early Detection of Preschool Children with ADHD and the Role of Mobile Apps and AI
",Google Scholar,https://doi.org/10.47577/tssj.v30i1.6266
Machine learning for smartphone distraction detection,"Application of Machine Learning Techniques to Predict the Occurrence of Distraction-affected Crashes with Phone-Use Data
",Google Scholar,https://doi.org/10.1177/03611981211045371
Machine learning for smartphone distraction detection,A Deep Learning Approach to Driver Distraction Detection of Using Mobile Phone,Google Scholar,"http://doi.org/10.1109/VPPC46532.2019.8952455
"
Machine learning for smartphone distraction detection,Driver distraction detection using machine learning techniques,Google Scholar,https://doi.org/10.1016/j.matpr.2022.02.108
Focus tracking in online learning by using AI,TeacherEye: An AI-Powered System for Monitoring Student Engagement in Online Education,IEEE Xplore,https://doi.org/10.1109/LT64002.2025.10940905
Focus tracking in online learning by using AI,Ai-Powered Personalized Learning System Design: Student Engagement And Performance Tracking System,IEEE Xplore,https://doi.org/10.1109/ICACITE60783.2024.10617155
Attention monitoring in e-learning using AI,Students' Attention Assessment in eLearning based on Machine Learning,Google Scholar,https://doi.org/10.1088/1755-1315/199/3/032042
Attention monitoring in e-learning using AI,Real-Time Attention Monitoring System for Classroom: A Deep Learning Approach for Students Behavior Recognition,Google Scholar,https://doi.org/10.3390/bdcc7010048
Student engagement prediction using Machine Learning,Student-Engagement Detection in Classroom Using Machine Learning Algorithm,Google Scholar,https://doi.org/10.3390/electronics12030731
Student engagement prediction using Machine Learning,Application of Deep Learning on Student Engagement in e-learning environments,Science Direct,https://doi.org/10.1016/j.compeleceng.2021.107277
Student engagement prediction using Machine Learning,Dyslexia Adaptive Learning Model: Student Engagement Prediction Using Machine Learning Approach,Google Scholar,https://doi.org/10.1007/978-3-319-72550-5_36
AI detection of ADHD,Machine and Deep Learning Algorithms for ADHD Detection: A Review,Google Scholar,https://doi.org/10.1007/978-3-031-40688-1_8
AI detection of ADHD,Machine Learning in ADHD and Depression Mental Health Diagnosis: A Survey,Google Scholar,http://doi.org/10.1109/ACCESS.2023.3304236
